datetime,0
2014-04-01,0.5449562746705938
2014-07-01,2.545245406573504
2014-10-01,2.466339426616204
2015-01-01,-0.19661798788211948
2015-04-01,-0.6615311411761415
2015-07-01,5.839223246763869
2015-10-01,5.900216585891815
2016-01-01,-2.3276954849146603
2016-04-01,-4.74446450045567
2016-07-01,-2.780324705293835
2016-10-01,4.002084342284862
2017-01-01,3.4846495563762403
2017-04-01,1.2914558051674963
2017-07-01,0.04698419694049161
2017-10-01,0.701808925056624
2018-01-01,2.262111684363677
2018-04-01,-0.9714860483898691
2018-07-01,-0.22241447507527212
2018-10-01,-10.456888112081375
2019-01-01,4.847917325598972
2019-04-01,-2.6989139585748223
2019-07-01,-2.076185264216923
2019-10-01,1.1903576521187453
2020-01-01,-3.219407827535159
2020-04-01,-2.9309151652682552
2020-07-01,-2.5469523736506128
2020-10-01,-1.8170650421337697
2021-01-01,1.6693538711042732
2021-04-01,-4.4884353137035315
2021-07-01,-1.9706722523255782
2021-10-01,4.626706548125181
2022-01-01,-6.628436258018189
2022-04-01,-0.01879543312515164
2022-07-01,-6.822748205838103
